Logging to ./logs_PPO_0.0
---------------------------------
| rollout/           |          |
|    ep_len_mean          | 34.3         |
|    ep_rew_mean          | -186         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 250          |
|    time_elapsed         | 108215       |
|    total_timesteps      | 32000        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0014463295 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.2        |
|    explained_variance   | -3.58e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.18e+03     |
|    n_updates            | 2490         |
|    policy_gradient_loss | -0.0144      |
|    value_loss           | 2.8e+03      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 33.2         |
|    ep_rew_mean          | -179         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 251          |
|    time_elapsed         | 108476       |
|    total_timesteps      | 32128        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0028902772 |
|    clip_fraction        | 0.00313      |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.2        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.76e+03     |
|    n_updates            | 2500         |
|    policy_gradient_loss | -0.0248      |
|    value_loss           | 3.66e+03     |
------------------------------------------
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 4.2        |
|    mean_reward          | -16.3      |
| time/                   |            |
|    total_timesteps      | 32256      |
| train/                  |            |
|    adaptive_beta        | 0.368      |
|    approx_kl            | 0.06722384 |
|    clip_fraction        | 0.296      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.2      |
|    explained_variance   | -2.38e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 1.55e+03   |
|    n_updates            | 2510       |
|    policy_gradient_loss | -0.0642    |
|    value_loss           | 3.12e+03   |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 33.1     |
|    ep_rew_mean     | -178     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 252      |
|    time_elapsed    | 108794   |
|    total_timesteps | 32256    |
| train/             |          |
|    adaptive_beta   | 0.368    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.1        |
|    ep_rew_mean          | -179        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 253         |
|    time_elapsed         | 109071      |
|    total_timesteps      | 32384       |
| train/                  |             |
|    adaptive_beta        | 0.368       |
|    approx_kl            | 0.024835804 |
|    clip_fraction        | 0.217       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.49e+03    |
|    n_updates            | 2520        |
|    policy_gradient_loss | -0.0147     |
|    value_loss           | 3.12e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 32.7         |
|    ep_rew_mean          | -177         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 254          |
|    time_elapsed         | 109378       |
|    total_timesteps      | 32512        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0011492786 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.8e+03      |
|    n_updates            | 2530         |
|    policy_gradient_loss | -0.014       |
|    value_loss           | 3.81e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 32           |
|    ep_rew_mean          | -175         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 255          |
|    time_elapsed         | 109655       |
|    total_timesteps      | 32640        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0015224749 |
|    clip_fraction        | 0.000781     |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 2.15e+03     |
|    n_updates            | 2540         |
|    policy_gradient_loss | -0.0178      |
|    value_loss           | 4.42e+03     |
------------------------------------------
---------------------------------------
| eval/                   |           |
|    mean_ep_length       | 48.2      |
|    mean_reward          | -69.9     |
| time/                   |           |
|    total_timesteps      | 32768     |
| train/                  |           |
|    adaptive_beta        | 0.368     |
|    approx_kl            | 0.032408  |
|    clip_fraction        | 0.157     |
|    clip_range           | 0.2       |
|    entropy_loss         | -10.3     |
|    explained_variance   | -1.19e-07 |
|    learning_rate        | 0.0003    |
|    loss                 | 1.05e+03  |
|    n_updates            | 2550      |
|    policy_gradient_loss | -0.0612   |
|    value_loss           | 2.08e+03  |
---------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 31.6     |
|    ep_rew_mean     | -173     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 256      |
|    time_elapsed    | 110596   |
|    total_timesteps | 32768    |
| train/             |          |
|    adaptive_beta   | 0.368    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 31.3        |
|    ep_rew_mean          | -172        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 257         |
|    time_elapsed         | 110912      |
|    total_timesteps      | 32896       |
| train/                  |             |
|    adaptive_beta        | 0.368       |
|    approx_kl            | 0.002676406 |
|    clip_fraction        | 0.00313     |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 2.2e+03     |
|    n_updates            | 2560        |
|    policy_gradient_loss | -0.0115     |
|    value_loss           | 3.9e+03     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 29.9         |
|    ep_rew_mean          | -164         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 258          |
|    time_elapsed         | 111179       |
|    total_timesteps      | 33024        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0016924054 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.74e+03     |
|    n_updates            | 2570         |
|    policy_gradient_loss | -0.0158      |
|    value_loss           | 3.91e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 31           |
|    ep_rew_mean          | -171         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 259          |
|    time_elapsed         | 111433       |
|    total_timesteps      | 33152        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0011991011 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 2.38e+03     |
|    n_updates            | 2580         |
|    policy_gradient_loss | -0.0152      |
|    value_loss           | 4.49e+03     |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 82.2         |
|    mean_reward          | -85.1        |
| time/                   |              |
|    total_timesteps      | 33280        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0016145566 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 1.47e+03     |
|    n_updates            | 2590         |
|    policy_gradient_loss | -0.0175      |
|    value_loss           | 2.88e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 31.6     |
|    ep_rew_mean     | -176     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 260      |
|    time_elapsed    | 112521   |
|    total_timesteps | 33280    |
| train/             |          |
|    adaptive_beta   | 0.368    |
---------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 31.1          |
|    ep_rew_mean          | -172          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 261           |
|    time_elapsed         | 112781        |
|    total_timesteps      | 33408         |
| train/                  |               |
|    adaptive_beta        | 0.368         |
|    approx_kl            | 0.00041076355 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -10.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 2.13e+03      |
|    n_updates            | 2600          |
|    policy_gradient_loss | -0.00611      |
|    value_loss           | 3.95e+03      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 31.7        |
|    ep_rew_mean          | -176        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 262         |
|    time_elapsed         | 113071      |
|    total_timesteps      | 33536       |
| train/                  |             |
|    adaptive_beta        | 0.368       |
|    approx_kl            | 0.009937983 |
|    clip_fraction        | 0.0359      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 2.15e+03    |
|    n_updates            | 2610        |
|    policy_gradient_loss | -0.0382     |
|    value_loss           | 3.83e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 31.8         |
|    ep_rew_mean          | -175         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 263          |
|    time_elapsed         | 113315       |
|    total_timesteps      | 33664        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0015537604 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.62e+03     |
|    n_updates            | 2620         |
|    policy_gradient_loss | -0.0123      |
|    value_loss           | 3.21e+03     |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 399          |
|    mean_reward          | -148         |
| time/                   |              |
|    total_timesteps      | 33792        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0014629131 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.83e+03     |
|    n_updates            | 2630         |
|    policy_gradient_loss | -0.015       |
|    value_loss           | 3.76e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 32.4     |
|    ep_rew_mean     | -179     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 264      |
|    time_elapsed    | 114483   |
|    total_timesteps | 33792    |
| train/             |          |
|    adaptive_beta   | 0.368    |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 32.6       |
|    ep_rew_mean          | -180       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 265        |
|    time_elapsed         | 114769     |
|    total_timesteps      | 33920      |
| train/                  |            |
|    adaptive_beta        | 0.368      |
|    approx_kl            | 0.03403768 |
|    clip_fraction        | 0.202      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.3      |
|    explained_variance   | -2.38e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 1.5e+03    |
|    n_updates            | 2640       |
|    policy_gradient_loss | -0.0806    |
|    value_loss           | 2.48e+03   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 32.7         |
|    ep_rew_mean          | -181         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 266          |
|    time_elapsed         | 115033       |
|    total_timesteps      | 34048        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0019396557 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 2.37e+03     |
|    n_updates            | 2650         |
|    policy_gradient_loss | -0.00902     |
|    value_loss           | 4.7e+03      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 33.1          |
|    ep_rew_mean          | -183          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 267           |
|    time_elapsed         | 115289        |
|    total_timesteps      | 34176         |
| train/                  |               |
|    adaptive_beta        | 0.368         |
|    approx_kl            | 0.00031307666 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -10.3         |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 1.85e+03      |
|    n_updates            | 2660          |
|    policy_gradient_loss | -0.0065       |
|    value_loss           | 3.65e+03      |
-------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 201          |
|    mean_reward          | -38.6        |
| time/                   |              |
|    total_timesteps      | 34304        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0008818265 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 1.92e+03     |
|    n_updates            | 2670         |
|    policy_gradient_loss | -0.0122      |
|    value_loss           | 3.41e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 33.1     |
|    ep_rew_mean     | -181     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 268      |
|    time_elapsed    | 116404   |
|    total_timesteps | 34304    |
| train/             |          |
|    adaptive_beta   | 0.368    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 33.6         |
|    ep_rew_mean          | -183         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 269          |
|    time_elapsed         | 116664       |
|    total_timesteps      | 34432        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0051684673 |
|    clip_fraction        | 0.0125       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.2        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.7e+03      |
|    n_updates            | 2680         |
|    policy_gradient_loss | -0.0312      |
|    value_loss           | 3.27e+03     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 34         |
|    ep_rew_mean          | -186       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 270        |
|    time_elapsed         | 116934     |
|    total_timesteps      | 34560      |
| train/                  |            |
|    adaptive_beta        | 0.368      |
|    approx_kl            | 0.03937418 |
|    clip_fraction        | 0.242      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.3      |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 1.05e+03   |
|    n_updates            | 2690       |
|    policy_gradient_loss | -0.0636    |
|    value_loss           | 2.25e+03   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 34           |
|    ep_rew_mean          | -185         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 271          |
|    time_elapsed         | 117193       |
|    total_timesteps      | 34688        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0023315893 |
|    clip_fraction        | 0.00156      |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 1.57e+03     |
|    n_updates            | 2700         |
|    policy_gradient_loss | -0.00224     |
|    value_loss           | 3.3e+03      |
------------------------------------------
-------------------------------------------
| eval/                   |               |
|    mean_ep_length       | 201           |
|    mean_reward          | -37.5         |
| time/                   |               |
|    total_timesteps      | 34816         |
| train/                  |               |
|    adaptive_beta        | 0.368         |
|    approx_kl            | 0.00092390785 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -10.3         |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 1.25e+03      |
|    n_updates            | 2710          |
|    policy_gradient_loss | -0.011        |
|    value_loss           | 2.94e+03      |
-------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 34.5     |
|    ep_rew_mean     | -185     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 272      |
|    time_elapsed    | 118306   |
|    total_timesteps | 34816    |
| train/             |          |
|    adaptive_beta   | 0.368    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.2         |
|    ep_rew_mean          | -188         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 273          |
|    time_elapsed         | 118585       |
|    total_timesteps      | 34944        |
| train/                  |              |
|    adaptive_beta        | 0.368        |
|    approx_kl            | 0.0013333638 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 1.85e+03     |
|    n_updates            | 2720         |
|    policy_gradient_loss | -0.0161      |
|    value_loss           | 3.67e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 35.9         |
|    ep_rew_mean          | -192         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 274          |
|    time_elapsed         | 118851       |
|    total_timesteps      | 35072        |
| train/                  |              |
|    adaptive_beta        | 0.349        |
|    approx_kl            | 0.0007547857 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 2.2e+03      |
|    n_updates            | 2730         |
|    policy_gradient_loss | -0.00966     |
|    value_loss           | 3.76e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.5        |
|    ep_rew_mean          | -190        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 275         |
|    time_elapsed         | 119117      |
|    total_timesteps      | 35200       |
| train/                  |             |
|    adaptive_beta        | 0.349       |
|    approx_kl            | 0.043460708 |
|    clip_fraction        | 0.19        |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.54e+03    |
|    n_updates            | 2740        |
|    policy_gradient_loss | -0.0654     |
|    value_loss           | 3.04e+03    |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 161          |
|    mean_reward          | -48          |
| time/                   |              |
|    total_timesteps      | 35328        |
| train/                  |              |
|    adaptive_beta        | 0.349        |
|    approx_kl            | 0.0023833723 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.8e+03      |
|    n_updates            | 2750         |
|    policy_gradient_loss | -0.0105      |
|    value_loss           | 3.47e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 36.4     |
|    ep_rew_mean     | -194     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 276      |
|    time_elapsed    | 120067   |
|    total_timesteps | 35328    |
| train/             |          |
|    adaptive_beta   | 0.349    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37.2         |
|    ep_rew_mean          | -199         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 277          |
|    time_elapsed         | 120339       |
|    total_timesteps      | 35456        |
| train/                  |              |
|    adaptive_beta        | 0.349        |
|    approx_kl            | 0.0016793278 |
|    clip_fraction        | 0.00234      |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 1.78e+03     |
|    n_updates            | 2760         |
|    policy_gradient_loss | -0.015       |
|    value_loss           | 3.33e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.5          |
|    ep_rew_mean          | -201          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 278           |
|    time_elapsed         | 120602        |
|    total_timesteps      | 35584         |
| train/                  |               |
|    adaptive_beta        | 0.349         |
|    approx_kl            | 0.00039340882 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -10.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 1.68e+03      |
|    n_updates            | 2770          |
|    policy_gradient_loss | -0.00634      |
|    value_loss           | 3.63e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 38.4          |
|    ep_rew_mean          | -205          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 279           |
|    time_elapsed         | 120867        |
|    total_timesteps      | 35712         |
| train/                  |               |
|    adaptive_beta        | 0.349         |
|    approx_kl            | 0.00084182294 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -10.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 1.22e+03      |
|    n_updates            | 2780          |
|    policy_gradient_loss | -0.0119       |
|    value_loss           | 2.74e+03      |
-------------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 162          |
|    mean_reward          | -51.8        |
| time/                   |              |
|    total_timesteps      | 35840        |
| train/                  |              |
|    adaptive_beta        | 0.349        |
|    approx_kl            | 0.0051794536 |
|    clip_fraction        | 0.0148       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 1.69e+03     |
|    n_updates            | 2790         |
|    policy_gradient_loss | -0.029       |
|    value_loss           | 3.49e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 39.2     |
|    ep_rew_mean     | -209     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 280      |
|    time_elapsed    | 121805   |
|    total_timesteps | 35840    |
| train/             |          |
|    adaptive_beta   | 0.349    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 39.9         |
|    ep_rew_mean          | -212         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 281          |
|    time_elapsed         | 122078       |
|    total_timesteps      | 35968        |
| train/                  |              |
|    adaptive_beta        | 0.349        |
|    approx_kl            | 0.0014999043 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.2        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.67e+03     |
|    n_updates            | 2800         |
|    policy_gradient_loss | -0.0154      |
|    value_loss           | 3.55e+03     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 40.6       |
|    ep_rew_mean          | -216       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 282        |
|    time_elapsed         | 122316     |
|    total_timesteps      | 36096      |
| train/                  |            |
|    adaptive_beta        | 0.349      |
|    approx_kl            | 0.06850366 |
|    clip_fraction        | 0.249      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.2      |
|    explained_variance   | -1.19e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 1.92e+03   |
|    n_updates            | 2810       |
|    policy_gradient_loss | -0.0676    |
|    value_loss           | 3.54e+03   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 40.7        |
|    ep_rew_mean          | -216        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 283         |
|    time_elapsed         | 122563      |
|    total_timesteps      | 36224       |
| train/                  |             |
|    adaptive_beta        | 0.349       |
|    approx_kl            | 0.004978809 |
|    clip_fraction        | 0.0109      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.2       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 1.12e+03    |
|    n_updates            | 2820        |
|    policy_gradient_loss | -0.0171     |
|    value_loss           | 2.69e+03    |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 200          |
|    mean_reward          | -45          |
| time/                   |              |
|    total_timesteps      | 36352        |
| train/                  |              |
|    adaptive_beta        | 0.349        |
|    approx_kl            | 0.0019725459 |
|    clip_fraction        | 0.00391      |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.2        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.44e+03     |
|    n_updates            | 2830         |
|    policy_gradient_loss | -0.0168      |
|    value_loss           | 2.9e+03      |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 41.9     |
|    ep_rew_mean     | -221     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 284      |
|    time_elapsed    | 123671   |
|    total_timesteps | 36352    |
| train/             |          |
|    adaptive_beta   | 0.349    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 41.9         |
|    ep_rew_mean          | -221         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 285          |
|    time_elapsed         | 123943       |
|    total_timesteps      | 36480        |
| train/                  |              |
|    adaptive_beta        | 0.349        |
|    approx_kl            | 0.0014375811 |
|    clip_fraction        | 0.00391      |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.2        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.81e+03     |
|    n_updates            | 2840         |
|    policy_gradient_loss | -0.0148      |
|    value_loss           | 3.63e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 43.4          |
|    ep_rew_mean          | -229          |
| time/                   |               |
|    fps                  | 0             |
|    iterations           | 286           |
|    time_elapsed         | 124211        |
|    total_timesteps      | 36608         |
| train/                  |               |
|    adaptive_beta        | 0.349         |
|    approx_kl            | 0.00057952246 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -10.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 1.44e+03      |
|    n_updates            | 2850          |
|    policy_gradient_loss | -0.00963      |
|    value_loss           | 3.43e+03      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 43.9        |
|    ep_rew_mean          | -232        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 287         |
|    time_elapsed         | 124475      |
|    total_timesteps      | 36736       |
| train/                  |             |
|    adaptive_beta        | 0.349       |
|    approx_kl            | 0.002093078 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.92e+03    |
|    n_updates            | 2860        |
|    policy_gradient_loss | -0.0195     |
|    value_loss           | 3.35e+03    |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 83.8         |
|    mean_reward          | -11          |
| time/                   |              |
|    total_timesteps      | 36864        |
| train/                  |              |
|    adaptive_beta        | 0.349        |
|    approx_kl            | 0.0008787946 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.87e+03     |
|    n_updates            | 2870         |
|    policy_gradient_loss | -0.00844     |
|    value_loss           | 3.63e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 44.2     |
|    ep_rew_mean     | -233     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 288      |
|    time_elapsed    | 125070   |
|    total_timesteps | 36864    |
| train/             |          |
|    adaptive_beta   | 0.349    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 45          |
|    ep_rew_mean          | -237        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 289         |
|    time_elapsed         | 125330      |
|    total_timesteps      | 36992       |
| train/                  |             |
|    adaptive_beta        | 0.349       |
|    approx_kl            | 0.040202685 |
|    clip_fraction        | 0.195       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -2.38e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.14e+03    |
|    n_updates            | 2880        |
|    policy_gradient_loss | -0.0686     |
|    value_loss           | 2.25e+03    |
